xi,m,alpha,vMu,vAlpha,vM
4870.6733201271745,0.23829272524620998,327.06549193760975,16608.45949403315,1070.118619682784,0.5628926445422435
598.9932789026861,0.25393850453490663,180.2415257149587,7807.445338467871,369.4630531952862,0.25377642426922836
101.98831647455518,0.1609760031914383,69.10270602349192,9080.037608167651,111.82787607160571,0.16109537415052064
35.290638698934345,0.13044544552146542,31.632104837161023,6932.170954533969,42.98169972805772,0.13047653986343982
19.2541230792267,0.0051799683290945165,16.68558839862817,0.0,20.795435422449373,0.005181423322417346
20.60625875936239,0.005088068188257295,9.696160029619932,0.0,11.398778969189152,0.005088067840358557
21.637817118811654,0.00486052249736715,6.300758365017828,0.0,7.1874731436837465,0.004860522284550878
23.575291575471056,0.004978967984202367,4.39589772420004,0.0,4.93703415535856,0.004978967712381091
26.047333074136986,0.006289172406247405,3.2468514887150377,0.0,3.6192862826865166,0.0062891722083634055
28.74769059465325,0.006675834732750681,2.4818523314315826,0.0,2.761677700211294,0.00667583459712464
30.103826368038426,0.006201281555902315,1.959147883579135,0.0,2.171100420411676,0.006201280991570651
33.36525940649153,0.006918769301192321,1.5906777691561729,0.0,1.7516047125682235,0.006918769024538447
34.33731162123149,0.005638862780469882,1.3239848318044096,0.0,1.447174274129793,0.0056388626036353185
37.524070237137494,0.00528757777550344,1.1222895740065724,0.0,1.2327225010376424,0.005287577491848855
41.06666285604297,0.005583797127733868,0.9735984306316823,0.0,1.0769892819225788,0.005583796504672307
46.81677638702968,0.007080871026177067,0.8856249344535172,0.0,0.9923343874979764,0.007080870393470218
50.43998535304854,0.00568665266134459,0.8118598025757819,0.0,0.8962486593518406,0.005686652039122293
56.845007430631085,0.00671547105675055,0.778652232605964,0.0,0.8689437629655004,0.0067154705629937144
63.39737512594729,0.006007604070690609,0.7657907793764025,0.0,0.8499978454783559,0.006007603399485305
72.73079462484748,0.006927821303818157,0.7621872671879828,0.0,0.8467213893309236,0.0069278206251127215
81.93110257052467,0.006520576463154677,0.7814389658160508,0.0,0.8640524754300714,0.006520576279103795
98.4308046974038,0.008064316109416424,0.8424798897467554,0.0,0.9309484944678843,0.008064315698390591
113.96541291558242,0.007980904378301346,0.9315821407362819,0.0,1.0272797462530434,0.00798090406473456
133.036779376911,0.007028830483929257,1.0639001857489347,0.0,1.1721692723222077,0.0070288300142605795
161.03262505873863,0.006903629283548226,1.2234775093384087,0.0,1.3269403632730246,0.006903628211016819
202.6740689336002,0.007917550869844485,1.466665735002607,0.0,1.5802798545919359,0.007917550180867814
261.93488231362426,0.006948174810472154,1.8241006913594902,0.0,1.941404853016138,0.006948173881772273
359.5467631794454,0.0075383255958077836,2.3988710325211287,0.0,2.5304322470910847,0.007538324766694643
540.6355600205861,0.007020737123179829,3.2640792089514434,0.0,3.4023270728066564,0.007020736176133474
975.0614099981467,0.009233546765129136,4.729922307655215,0.0,4.90222429856658,0.009233545156290032
