xi,m,alpha,vMu,vAlpha,vM
12845.729893808151,0.022919764437948617,101.38267742543849,19325.880629416773,1043.5512838221402,0.14006244749315472
372.7088098351087,0.019774335946788027,243.80151916469958,844.0714049320377,700.2007469197488,0.01921644818548869
86.70000271165918,0.014677007415844462,73.94854546498027,8124.257841974031,202.5984397027787,0.014791375130227602
26.18947106374253,0.009939574723718661,22.93066722364165,6451.0373481984425,55.05909434288333,0.009914415680225303
14.261562091181986,0.02905091976772152,4.5402043452631915,4316.289716743719,11.294002707494656,0.02902198654030394
1.7325210919079836,0.047181613038942964,3.414189716320834,3106.2444653604034,11.230595981847728,0.04712116998526965
0.029856646462576464,0.010779163027452847,14.079964820251917,1939.84668305784,32.0737171965302,0.010806072485130068
0.8846766598289832,0.03383329849295082,34.17033859473304,481.45661850956094,74.32735866506118,0.03374874386848651
1.5027595394058153,0.000528849048932193,62.14705078853149,601.7870873137144,135.7571260285913,0.0005011796646898249
0.28923626872710884,0.009778983929093014,48.75022520548373,447.8740182867914,104.87449731313973,0.009773350484500778
0.4271832512313267,0.014137887280382247,47.14447709138403,229.79944848336163,102.0512451454997,0.014117243797273804
5.638221496526967,0.0005494692795968803,69.4413082073388,399.4158216834767,171.1352232345962,0.0005568001685200314
11.976104907487752,0.0012490740733188343,55.66881376941956,465.9978275739704,161.82407515187515,0.00124599835423092
27.01370253645291,0.0012114022800479743,38.235718689777286,40.637585238495376,143.94387830543565,0.0012110422080322202
35.10922378182295,0.0013764758752837932,38.56183222569257,494.9644003742724,220.68891272487235,0.0013759630452331553
41.45634421429713,0.0015232763645981933,23.15894904086872,475.5004208938626,166.31068880480598,0.0015237798978298498
57.566339482640615,0.0003288318953328321,17.670503518703526,346.566569644172,172.9924785514595,0.00032958469553578864
62.17643177609716,0.0002159248854125117,16.234903792092382,550.1745186080225,193.3315087784431,0.0002155786949212873
50.10764657340769,0.0030102894229675978,12.371352326970964,641.742804786074,153.63505021779565,0.003009115327704431
39.99483545887051,0.0017616215583881913,8.117792169127824,611.9293263556319,105.52121129480656,0.0017589526044258551
36.011753203958506,0.0008916080985502985,5.598272108429683,553.9613689903344,84.76230386464158,0.0008898171384751265
56.288245057541644,0.00041074556904686834,4.423035898296121,46.480235994502436,81.75217213181895,0.0004074277861558324
43.88946819899138,0.00019964571118263668,5.170184532362555,173.19857915386092,156.7730231033347,0.00020004798746686616
26.70193581894273,0.0007445239127053019,4.27950868279413,230.5898826973862,144.03287521150196,0.0007435806369418571
14.6257183534035,0.0003849980278632448,2.9231725268468836,256.90399131548475,124.00655871754861,0.0003855964790178616
9.145236247190041,0.001946951185653128,1.885437059864671,227.51571897495887,87.82366588056902,0.001945657913265847
6.082693942676997,0.0010083336439539697,1.2932355171076324,191.96208485061652,70.40139436366735,0.0010078671650282154
3.557832358783344,0.9489352468229789,0.9235244030144258,153.2526641661243,58.95398061865126,0.948933002509424
3.0090476487530395,0.001678757607920911,0.5818901856832781,58.33308241027407,53.86957369596348,0.0016794253247748303
1.2655160721915308,0.9466135813914727,0.4251313944728281,74.76337679210701,103.68900377681712,0.9466120669605571
0.6794495023787022,0.000999890329522129,0.3354566945974966,73.84233924085856,21.384902539342875,0.0009990151645063346
0.4448717921914067,0.004585716558835396,0.407494431951136,68.36558891000459,66.10639065058785,0.004582691295834918
0.35501749732065946,0.001200899727007156,0.5266020743551962,59.363226455432596,38.12810147606069,0.0012020412900880708
0.15570079584722407,0.0010017690526654861,0.6579793922524004,51.792230015824316,42.09522328039748,0.0009940554021135445
0.10607506046653725,0.0038519681376556376,0.42597823693631653,40.366117986646714,29.61307726748055,0.003855849248678739
0.0389275764755439,0.00013243907447401532,0.31652747561292927,32.42061189527158,32.33124539916753,0.00013028447792097324
