name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num
apr,0.26104172635482337,apr,0.26999584100834084,apr,0.26623366304076285,apr,0.27066582455001403,apr,0.2650902221381341,apr,0.2726715377435689,apr,0.2652716196721975,apr,0.27391678510988626,apr,0.25625736744110933,apr,0.2691297349511427
newsgroups,0.24373437771172776,newsgroups,0.2499523490850441,newsgroups,0.25011157991595967,newsgroups,0.24794868840256432,organization,0.24515588360279608,newsgroups,0.2550057444248556,newsgroups,0.25006595779123525,newsgroups,0.2526342509220046,newsgroups,0.24242824724675505,newsgroups,0.2508803632662226
date,0.2424759382455103,date,0.24957785154676843,organization,0.24829791522095895,date,0.2470778002747659,newsgroups,0.24435539548530158,organization,0.25183997894722515,date,0.2480469788227939,date,0.25094971581407705,date,0.24006299316984425,date,0.24818879455773482
organization,0.2422772042475686,messageid,0.24678096462875973,messageid,0.24579131557750158,path,0.24507341692951093,date,0.24319412202905474,date,0.2509237159628465,organization,0.24740517011170463,organization,0.24998779778422028,organization,0.2361253309491121,organization,0.2462524703797206
path,0.23967598941040713,organization,0.24641173764000363,date,0.244968907303533,messageid,0.2449995815208161,path,0.2422838774245495,messageid,0.249285085362956,messageid,0.2435733413456476,messageid,0.24791715590935348,messageid,0.2355645111423633,messageid,0.2447968056707831
messageid,0.23947249477263166,path,0.24506357484460925,path,0.24289201512651507,organization,0.24482811738214025,messageid,0.24211025832633493,path,0.2482162722756131,path,0.24290869239626353,path,0.24780955325261556,path,0.23324704405668162,path,0.24454314222175882
lines,0.23643735821750544,lines,0.23863853581269706,lines,0.23822586120104325,lines,0.2378400961057615,lines,0.23665777334647126,lines,0.24241607049714312,lines,0.23793396635957217,lines,0.2434598026296037,lines,0.22857271074763122,lines,0.2372065149825803
gmt,0.22153109824510006,gmt,0.22832259493042822,gmt,0.22787867913545967,gmt,0.2243903979367452,gmt,0.22411980902488568,gmt,0.23112618189038592,gmt,0.2243662162730897,gmt,0.23048814044710467,gmt,0.2196060546317438,gmt,0.22944852523155773
5,0.177810568129127,5,0.1813346214506966,5,0.18201153678453572,5,0.18434538812768841,5,0.17762084436349682,5,0.1818428331053632,5,0.18268027811127172,5,0.18062164946469816,5,0.1717121512894626,5,0.18381916735477533
writes,0.1648061925073273,writes,0.16776557977323556,writes,0.17160877816125308,writes,0.1669791058995195,writes,0.1687877256331316,writes,0.172312445133288,writes,0.17039778345059928,writes,0.17199940183369788,writes,0.16132832499999827,writes,0.17114595203065963
references,0.15716139678696958,93,0.15784224188171514,references,0.1597759483008286,93,0.16165920584341373,references,0.15963108884192484,references,0.16027554276506872,references,0.1582478007050364,93,0.1627748179454686,references,0.15142091180133063,references,0.15849831516385365
93,0.15531158026382683,references,0.1566964413531973,93,0.15670724016196091,references,0.15548398341594225,93,0.15548403935032068,93,0.1598189733850667,93,0.15770061444242245,references,0.15804948183090492,93,0.14931387109967703,93,0.157074474208433
1993,0.14679467722121792,1993,0.15093561765612593,1993,0.14920814659563728,1993,0.15170630408622301,1993,0.14711115485064363,1993,0.1510365551503608,1993,0.15173672126884524,1993,0.1506931163189084,1993,0.14558553140491606,1993,0.15257909828861116
nntppostinghost,0.1274005788073075,nntppostinghost,0.12951499295807964,nntppostinghost,0.12640394773528202,nntppostinghost,0.12748952239866795,sender,0.1264797204328481,nntppostinghost,0.13132432681377051,sender,0.1273487252272315,nntppostinghost,0.12921754005809274,nntppostinghost,0.12577642702476213,nntppostinghost,0.1266328487812063
sender,0.12568557840997754,sender,0.12602057214161042,article,0.12566530033956874,sender,0.12663682689106973,nntppostinghost,0.12632763314824316,sender,0.12820190159982214,nntppostinghost,0.12700631567300255,sender,0.12747668159084666,sender,0.12510556149054342,sender,0.12596350596185535
article,0.12027864868857559,article,0.12356015081146017,sender,0.12486411146641839,article,0.12062266130239797,article,0.12247343642254566,article,0.12324974006523014,article,0.12228508432025582,article,0.12020730144272919,article,0.11711424073109723,article,0.12512049209552978
