name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num
new,0.15775298786907596,new,0.15469793327172537,new,0.1481882517491378,image,0.19210435516121271,new,0.16517178138053948,ect,0.14160338549637316,new,0.1500564746258902,new,0.14051242657319926,new,0.150548761362256,new,0.1351904365354562
time,0.14180588954866366,image,0.14239207924961403,time,0.13330045807812105,time,0.13911848742120542,time,0.13767010392820156,time,0.1297976761906495,time,0.12945702094271758,time,0.1362594189651154,time,0.13958870897423536,time,0.12317318592243189
know,0.11911038251496453,ect,0.1403996375150881,ect,0.11415392837724281,new,0.12616109705729286,ect,0.11747832364813213,new,0.12967756497163296,ect,0.12602346339181328,energy,0.12095255562291209,ect,0.13438747060844974,business,0.10112177639950848
energy,0.10947021827208787,time,0.13761089988527384,image,0.114027949563384,ect,0.11388741248120453,know,0.11424293034623745,image,0.11389145114687099,know,0.10837699187013827,ect,0.12033836218347803,energy,0.10578449003436571,power,0.09979827868775253
information,0.09930767018137975,know,0.12139685504074048,know,0.10727876937566765,information,0.10207625914961431,energy,0.11053871705781995,know,0.09353056387677273,information,0.09855527539725797,know,0.1077088375060973,power,0.10209286145106922,know,0.09800330189839507
ect,0.09721445715632707,like,0.09507173990727624,information,0.1042650389008216,know,0.09906566639336131,image,0.10415968858560658,need,0.08987281428507225,like,0.09791920591685194,power,0.10396353057919336,image,0.10158402152816119,ect,0.09623992400984388
business,0.09553455927622556,energy,0.09358766732586858,energy,0.09766748869333075,energy,0.09800030705326965,information,0.09513896979232848,energy,0.08685286235896786,just,0.08919726512759048,business,0.10232747070745832,business,0.10092183833192718,energy,0.09364168320326945
like,0.09473200568845966,information,0.08945863954810207,business,0.0891882043241482,need,0.09478396892746983,power,0.0915421301501718,information,0.08475555379853598,week,0.08869616662785204,need,0.09398948621996793,information,0.0984224614545257,like,0.09251313565769329
market,0.08952159151916533,business,0.08795611042942045,just,0.08600773553666456,just,0.087271224586803,week,0.09132199827841983,business,0.08373837742731334,energy,0.08607819324086206,information,0.09287856135031738,know,0.09723155252944907,information,0.08816056488063088
need,0.08925855343402019,week,0.0823544107552013,power,0.08495540847183464,pm,0.08543766716269062,business,0.09089995199499598,market,0.07803848851011887,need,0.08497694184550335,pm,0.08659116650845086,week,0.0910601673133212,week,0.08616757025613561
power,0.08531219786458925,need,0.08079776111774839,week,0.0836727121494036,business,0.08263446646774267,need,0.09035623188149239,week,0.07771449747030756,image,0.08237360506855966,like,0.08624477264435418,gas,0.08386682987852614,pm,0.08203783346384366
just,0.08187107088722799,power,0.07902608867934378,need,0.08265019157230766,gas,0.08235558188782645,like,0.08769980900353065,like,0.07737529327446956,business,0.08127851013053149,just,0.08549597427014757,market,0.0838176814404008,day,0.07874765823294033
week,0.07994480689170365,company,0.07642913015982183,day,0.08104734095700505,day,0.08204399928105878,company,0.08015977309427325,deal,0.07672115537160898,day,0.07922041320090356,week,0.07890004303836336,company,0.08279882064971318,gas,0.07677931599679766
pm,0.07831875329611515,day,0.07389127595803875,pm,0.07835381242937028,power,0.08080042498903751,day,0.07935148194347232,power,0.07648558286224533,pm,0.07719340573059864,work,0.07297418270182288,pm,0.08160736718912279,need,0.07642249580188218
work,0.07652201865474773,pm,0.07333131563045706,like,0.07552175164103454,week,0.07876309751838682,pm,0.07928320084617795,just,0.07258512658173062,market,0.07717731004291467,gas,0.07151806000992511,like,0.0801161414941993,just,0.07591076922698281
day,0.07599777810145841,houston,0.06781740471340858,price,0.07240796747959624,like,0.0780637839383907,price,0.07603346794233909,work,0.0709854858143639,power,0.07472066610833122,market,0.07131637251696878,need,0.07927106061727002,market,0.07397868569262857
gas,0.07306133338552387,just,0.06737940061877627,company,0.06803817024366958,price,0.07193697047877183,just,0.0749047441045066,gas,0.07045147740536623,gas,0.07344398863019388,company,0.07111303542332385,day,0.07824479874687457,company,0.06962151826035763
trading,0.06804478769270551,gas,0.06715186047044236,houston,0.06731099576297485,houston,0.06629270247217453,gas,0.07321391991855636,pm,0.06904696490738114,let,0.0699524122324596,day,0.07061365258112773,work,0.07449807007748767,image,0.06756560887852071
company,0.06666822084970934,think,0.06693013929305942,market,0.06684996680080033,let,0.06606496337707558,think,0.0732134023793721,trading,0.06881810774964355,think,0.06917445629018949,make,0.06855180118914826,houston,0.06798724384440226,price,0.06526825890794552
make,0.06580689746277642,work,0.06682356333729432,gas,0.06564095969200173,company,0.06604619336921033,work,0.07241514104718275,think,0.06432295309088476,make,0.06869252395359586,deal,0.06736052991131791,trading,0.0678828433321323,work,0.0642368195824378
price,0.06535166606029733,market,0.06452861444857849,think,0.06561783218171456,deal,0.06406382146843156,make,0.07193722572998029,good,0.06281195923103326,did,0.06453061356332802,good,0.06704961785391883,make,0.06695182432258652,today,0.06291253482610018
email,0.06471381186820493,deal,0.0626271663991752,deal,0.06535100221491422,market,0.060177879075616114,market,0.06881567769412486,want,0.06210690559276749,deal,0.0642591352352913,want,0.06314991026147,price,0.06693248853208938,want,0.0617670942891725
year,0.06173482382706373,year,0.06186515519678102,good,0.0647897967513198,trading,0.05951153691239385,good,0.06649574690685348,price,0.0603647721347366,want,0.06361245134003309,image,0.06184849703375383,just,0.06322062864620416,make,0.05820782654112725
service,0.06064422803983793,did,0.06136856591663227,work,0.06039700440437502,work,0.05871355232235609,trading,0.06490554698205789,make,0.05957327369556934,email,0.06217754730210761,let,0.0613324304759212,meeting,0.061445506654173344,service,0.05654002302647495
let,0.06060879144173109,price,0.06116937081236519,email,0.06003862957240364,make,0.058264313358288036,did,0.06477182028226726,day,0.05945562114376622,work,0.060786671661733196,california,0.05994201656294506,let,0.06130616259824635,houston,0.05552357331181329
image,0.0605399872533082,want,0.05915955864007573,today,0.05694002751822814,meeting,0.05697720419079562,today,0.06309218767084417,company,0.05900771166865151,going,0.05990624385387368,group,0.05878935385211505,good,0.059416596702296834,does,0.053751732819925555
today,0.060315702732379364,today,0.05796866678453215,let,0.05572838926334611,think,0.05667050605695483,want,0.06273243720878378,today,0.05790871066233765,company,0.05983931498195628,houston,0.05822563333007255,following,0.05672369663540015,think,0.0527055670060098
going,0.057929469767147364,let,0.05784630866377203,make,0.0546457152918831,available,0.05237705952031642,deal,0.06168872981809977,john,0.057775805900234,great,0.05972408135147682,think,0.05761547355529029,did,0.05611059374842074,number,0.05266621081834759
did,0.057412520741495686,trading,0.05720042783274225,agreement,0.05264922484159083,going,0.05207064952549296,california,0.06014713770977783,meeting,0.05312494132475128,houston,0.058863480966801274,number,0.05741947428918861,think,0.0557464755599931,meeting,0.052395181429822364
think,0.056266043881825566,group,0.05701401610176167,want,0.05186073736614917,click,0.0517121666191311,email,0.059513059188652684,going,0.05277008032625858,good,0.05836561232227511,year,0.05725448122780667,does,0.05422133470648908,let,0.05238766124117304
want,0.055514277005096924,make,0.05699713638130711,john,0.051753863992918626,report,0.05161204190585251,going,0.05918860197151506,agreement,0.05224933712435329,meeting,0.05658493979373153,meeting,0.055343166349472436,group,0.05405568685633686,use,0.052286578024429584
questions,0.053948134836777226,service,0.056944703185945564,great,0.05110105523633955,does,0.05157249649510243,service,0.059035726894439054,does,0.0520751566734036,use,0.05651388921808725,email,0.055247594454917795,agreement,0.05276727573416959,good,0.05140526791410159
use,0.05328760558459382,good,0.05460417281914957,free,0.04928238489186062,good,0.050071456601779134,great,0.05877289681445747,let,0.05175546768364297,john,0.054413532978140604,agreement,0.05495099256512442,today,0.05182749799289094,california,0.05062232476398837
good,0.05328437949470419,california,0.05366427047266715,provide,0.04921549101724851,year,0.05004579041764002,houston,0.058423907173268404,following,0.05142654141824379,price,0.052910890352549554,trading,0.05273242526181148,deal,0.051781773691685226,agreement,0.0498644603634933
houston,0.0529287450761354,john,0.05351961846378679,click,0.04872990995191377,free,0.04966301005548091,john,0.05593282771852058,said,0.05041495515757036,free,0.05287351461500863,today,0.0517321716027015,want,0.05098670564994649,group,0.04954128473269807
following,0.0521923317576871,use,0.05292465058684288,service,0.04829550698590071,today,0.04909129218414794,let,0.05125425488214418,email,0.049992926181525024,following,0.05199112674800435,available,0.05140395064535294,process,0.0508422209101079,going,0.04820315563176865
