xi,m,alpha,vMu,vAlpha,vM
53932.4370751,0.0410269346385,3579.45500562,65124.1869727,5802.06957793,0.365137582781
1437.3930516,0.0235535957008,636.216642686,80711.5470328,1023.7609239,0.0236351541567
529.393041494,0.00232122427661,379.548902703,61045.2223176,523.114113269,0.00232889485239
253.136269006,0.0298880636831,232.239035119,40403.3133638,297.80213758,0.0298852493214
74.7237694435,0.0367511372014,148.88589179,29906.7939297,181.89804999,0.0367514204211
15.3901077198,0.0357396540571,96.5190039682,21412.158872,113.199668129,0.0357290669965
5.10569747596,0.0665547760972,66.4028979333,3079.73957421,75.7460878445,0.0665408947227
0.483402419952,0.00575016990397,53.6990826409,6409.52154906,61.9447748265,0.00575867305842
4.17842928367,0.0274291897436,46.1988975378,2755.02214518,52.5943092699,0.0274263294633
10.8676480459,5.06502608796,42.3986539626,242.482844975,48.9412425212,5.06552897359
2.11655908404,0.000935110880276,35.8215817329,954.829712405,43.6160902493,0.000934581374392
1.10181181377,0.000817192546647,26.437815317,683.943812723,30.2057927037,0.000817208353826
0.668326962972,0.000429594334193,20.6125320559,500.925225918,23.4458469981,0.000429646511936
0.184242404881,0.000323412331535,16.2651320044,285.577143196,18.8557347553,0.000323426588325
0.0390149534214,0.000176836045429,13.0486085601,131.478146548,14.8924781214,0.000176855550938
0.0136739893351,0.00045793095879,10.738291271,74.6217638198,11.9131876286,0.00045789268557
0.00319551618304,1.34519559599e-16,9.0463329684,19.8489516851,10.2210944826,6.2035022364e-08
0.00117519067135,0.000161836986866,8.11343684979,0.0,10.3451285567,0.000161815055648
0.00120238028467,0.000780829649706,7.11522269063,0.976199419005,7.44731737487,0.000780745704625
0.00756498833653,,6.39320105128,10.4217898519,6.6881549675,
