name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num
week,0.48708009458,information,0.625250380717,image,0.55920712449,time,0.769048035637,new,0.968389965591,like,0.554051734982,know,0.736379836187,business,0.427676663398,energy,0.491086135725,day,0.340121296996
good,0.256119235979,email,0.265157895393,just,0.419314035907,ect,0.442132487489,york,0.117011648053,thanks,0.283074059888,let,0.420121058457,year,0.201956051893,power,0.393392095711,work,0.338254306614
today,0.248272345767,available,0.202039883208,think,0.366226569968,pm,0.305307874533,times,0.0543484039754,way,0.232323129735,need,0.378844132337,agreement,0.185040249494,company,0.310509071282,deal,0.321172235983
meeting,0.243116851706,click,0.17303195265,want,0.268439587192,john,0.164419935977,law,0.0487412956306,great,0.231514794244,questions,0.214847431689,group,0.17780620573,market,0.292999127842,price,0.295879768288
comments,0.15370263924,use,0.171598304257,free,0.213540393575,mark,0.0943397496123,version,0.0445886434685,help,0.225862729168,did,0.18579744915,report,0.138652457877,trading,0.241157097705,need,0.28898824247
following,0.151595847584,market,0.170970715238,does,0.18385636972,vince,0.0896285653509,date,0.0442426149818,houston,0.212977892469,want,0.115817700633,team,0.134296246119,gas,0.217750073478,make,0.282605816351
friday,0.151565644755,message,0.164346825603,going,0.179173104911,jeff,0.0707560488104,product,0.0400725789013,forward,0.191662234966,interested,0.0490849010569,process,0.134041783624,california,0.200730876541,gas,0.279125634022
did,0.146473023651,contact,0.151160846695,click,0.123294862123,kay,0.0580826391923,rule,0.039068361505,hope,0.155826370348,schedule,0.0443936165963,contracts,0.121832447527,said,0.138301413213,contract,0.167244576616
conference,0.123062431386,send,0.146422544828,offer,0.0869393209081,j,0.0580332168411,year,0.0323819275777,look,0.139210374572,contact,0.0442396035624,management,0.118531617849,service,0.112024651335,sure,0.163764011637
changes,0.121359044358,free,0.13044386065,people,0.0865889270572,real,0.0529316401625,exchange,0.0265715497451,thank,0.112811878749,doing,0.0394100959913,employees,0.114566102773,state,0.10191888027,number,0.161355815222
tomorrow,0.116866257166,access,0.129256967841,good,0.0804370077848,date,0.0505009290112,board,0.0264163419036,say,0.0995280670759,going,0.0392741244485,issues,0.107638759626,million,0.101042342729,change,0.123561669937
questions,0.113939172195,order,0.122721293586,right,0.0755844640897,houston,0.0465458684332,business,0.0259359356794,come,0.0963488137546,answer,0.0314890068551,risk,0.104821299787,markets,0.0976430989398,daily,0.102321539041
office,0.111714879008,data,0.118238250052,online,0.0739924465889,sara,0.0439882260916,added,0.02453337524,going,0.0957276593629,hesitate,0.0283773375158,credit,0.100731329574,news,0.0889074446396,volume,0.100144983997
morning,0.110806284681,received,0.112560087256,service,0.0737480552537,best,0.0404460016876,old,0.0234628147854,things,0.0924242381984,told,0.0234759339241,currently,0.0994647909497,prices,0.0770330810108,days,0.0980323785375
tuesday,0.102240177284,provide,0.111651237033,november,0.0697219715411,richard,0.0383165291608,street,0.0230093438896,years,0.0911030090918,man,0.0223710577289,rate,0.0993439856262,companies,0.0685574947805,points,0.0837746016667
monday,0.100385738679,copy,0.109968433402,save,0.0695690352437,chris,0.0373657411624,travel,0.0226388074807,email,0.0890604986668,asked,0.0218327771955,services,0.0993399791519,contract,0.068178614897,does,0.076858969822
number,0.0945166922407,web,0.100285166695,news,0.0678821092949,mike,0.0368615009525,dear,0.0214492374841,doing,0.0838642016222,reason,0.0199032654921,attached,0.0951172765993,natural,0.0623046416044,point,0.0751014383019
date,0.0913317712137,online,0.09703204288,great,0.0636891338586,regards,0.0362736562429,economy,0.0208131256862,little,0.0834113904745,specific,0.0179110712743,provide,0.0866784532458,summer,0.0590430225536,month,0.0701568169156
place,0.0907199271728,receive,0.0890641848915,really,0.057193410194,communications,0.0335665508663,opportunities,0.0195910671168,really,0.0818144513433,company,0.0176349893775,working,0.0833226804094,e,0.0584763945127,capacity,0.0682866824098
