name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num,name,num
day,0.301323174643,business,0.493366331486,information,0.515550354051,market,0.493876344018,know,0.456350694018,new,0.850080819652,time,0.783700515807,power,0.532248084396,ect,0.833548513,deal,0.43035905152
click,0.261303560298,company,0.302972694025,email,0.180577774582,price,0.383844842239,just,0.244850421875,york,0.123765219154,work,0.176408449624,energy,0.464327313979,pm,0.250142711263,gas,0.397765608384
week,0.255526784497,energy,0.256493009772,need,0.151789366122,trading,0.363595267759,think,0.241100350492,houston,0.102887042131,meeting,0.127765466772,california,0.296743343775,john,0.158429501084,contract,0.211740964073
free,0.250753705399,management,0.159156072832,received,0.147178264181,day,0.178761081391,like,0.235187066641,power,0.0996640941593,pm,0.125763880283,state,0.160276330487,agreement,0.104599816323,capacity,0.178139598017
online,0.167751085028,services,0.148922911847,agreement,0.126361433468,gas,0.163864179233,let,0.224454360292,energy,0.0955766318042,houston,0.110531489164,utilities,0.115568241056,thanks,0.103761590641,need,0.167982413954
great,0.135939558494,group,0.134163385776,available,0.12026149952,trade,0.129948998879,did,0.178244073871,service,0.0907561993934,going,0.102296308077,e,0.104192920977,sara,0.0946467480783,daily,0.166818636931
november,0.134898172245,million,0.133022094663,provide,0.116801249993,california,0.111017530557,good,0.171759933656,market,0.0757559200216,employees,0.0857534145142,service,0.102705083162,mark,0.0910929538943,deals,0.13782514169
save,0.127652942236,trading,0.12033667514,contact,0.113962312496,volume,0.107330913884,want,0.152674555785,company,0.0728498100322,great,0.0706794581294,rate,0.101423674958,j,0.0867414626197,does,0.114756112805
offers,0.12088198832,risk,0.108687890824,message,0.109884204747,daily,0.101831688434,need,0.147204852861,news,0.0631447083404,think,0.0699694123801,utility,0.0963273232642,vince,0.0800306275944,change,0.111359177783
just,0.113246015562,employees,0.108549305763,comments,0.109546592264,markets,0.0990325652509,going,0.138349879442,trading,0.0584939351543,make,0.0696851998122,said,0.0906971976617,houston,0.0723933596261,said,0.109761615671
travel,0.109996019384,team,0.10483103377,access,0.108513559578,prices,0.0984341883791,work,0.135544428691,markets,0.0563875310313,hope,0.0693811181104,electricity,0.0883411196713,deal,0.0713188293347,price,0.105316210995
december,0.107186439697,global,0.103942132804,questions,0.108064399199,exchange,0.0965298893842,jeff,0.105150008122,today,0.0556660957565,does,0.0688345516229,rates,0.0881415288709,chris,0.0628483505304,volume,0.102168264338
friday,0.102952520207,year,0.102738709868,use,0.105104043717,position,0.0854732181237,week,0.100013473584,year,0.0519807835694,vince,0.062291066657,news,0.0875185479388,legal,0.0609983891059,term,0.0934849186086
