xi,m,alpha,vMu,vAlpha,vM
2023.12150274,0.0361849442391,933.296047112,85358.1076411,9294.82704899,0.374653986981
338.345439691,0.0203407606754,230.814416092,83525.9012891,445.103643918,0.0203230694414
149.183006151,0.00928154261825,130.106721301,62839.3935177,331.958018755,0.0092866795679
88.8265281729,0.0335911858616,68.4399603999,44587.4728933,240.025903426,0.0335865587501
44.3144493275,0.0118438113217,40.557031873,32563.4645338,218.523415099,0.0118326976717
48.8210204388,0.0474012406388,68.6934718961,18512.3499959,256.553115161,0.0473884188374
70.2791621984,0.0128599280737,327.438481541,15638.499043,923.082336949,0.0128678219298
235.774453714,0.0177672591674,741.00699993,14213.3799294,2090.32001158,0.0177663989121
806.191955813,0.0141839080448,1205.09382595,10341.7605715,4600.47023937,0.0141850095796
1410.60914595,0.00588723984298,1192.96325075,8169.58122887,6217.87443258,0.00588891830473
1305.03939013,0.0137059944444,761.255903331,5724.48514956,4739.77653457,0.0137049421398
780.654527931,0.00402316586846,473.470551816,18761.524377,3785.21849386,0.00402497142667
512.90008185,0.000129620743156,249.927830771,17293.131789,2077.86487126,0.000130389089493
430.264175236,0.000549531846075,139.209520512,13810.346638,1495.05427411,0.000549593971216
251.003123756,0.00507000934731,52.1092063609,14074.1696846,1401.28965103,0.00506938119164
302.450447984,0.00189287513165,37.0073526401,10459.0899444,1053.88276801,0.00189180402608
138.673525379,5.55692349816e-05,13.4040511434,9409.11798328,1283.18480265,5.53019674911e-05
92.3131597328,0.00479063860586,6.88219373177,7460.7056156,884.406525073,0.00478983293945
138.542300689,0.00634346930097,2.36257169569,1946.48623867,882.858243129,0.0063420405115
43.8015864061,0.00320191134277,1.61477816933,1787.12474565,1220.47742148,0.00320250706575
8.54652692564,0.000392559453658,1.83446061019,2235.61905692,1411.15148406,0.000392048012872
4.62238858803,0.00115533984809,1.46343132557,1687.69688086,1034.77415408,0.00115532149979
2.54138714238,0.00467500384785,2.57497014019,1277.43222249,831.59010963,0.00467397555081
1.74691170221,0.00255353387124,1.27969851282,332.810780132,840.768427808,0.00255207722595
0.37178191659,0.0083073930687,1.827947843,641.037700275,1079.71201069,0.00830524397846
0.499660188798,0.00585457327783,2.06478229699,501.245821388,570.966641671,0.00585235866713
0.0923287409823,0.000361218281314,1.08669099944,394.474066337,634.947360744,0.00036210034269
0.136664240388,0.000127056649301,1.64898115016,393.515365271,379.194727646,0.000126988961371
0.0789489797316,0.00292174225103,0.857657567161,298.513563733,302.226338321,0.00292125984995
0.0524043380283,0.00123541911657,1.09571578995,276.294369086,295.812752813,0.00123476109628
0.0416225309018,0.000902597690636,1.16028989394,252.462863217,215.524912214,0.000902268897585
0.0377866281196,0.000304114914261,0.787208434507,224.31789173,246.861166733,0.000304212819225
0.0350886604283,0.0015153027722,0.591526280143,207.594848323,207.904845235,0.00151512833205
0.0193735284265,0.001036929269,0.536190436542,185.98847739,192.581995931,0.00103652729621
0.0167029350996,0.000497114734929,0.755692733161,171.172721905,156.455366248,0.000496888691173
0.027378086932,2.44506806197e-05,0.402785353959,164.081884105,231.543556293,2.43624435851e-05
0.0127141862176,0.000775322220075,0.47458519401,159.067854204,113.759708705,0.000775202805722
0.0241338484921,0.00185039836782,0.418527964313,144.911992875,177.261385997,0.00184999726498
0.00874713179655,0.000272973808963,0.654022960356,134.167916599,100.857060596,0.000272640342097
0.0122802434489,0.000413987540404,0.368613040882,112.973525482,107.380634495,0.000413978014652
0.00599118531682,0.000856633387716,0.335347673434,116.014873545,105.859402548,0.00085656305585
0.0126796476543,0.000862939080263,0.304699997672,107.476999983,105.593698853,0.00086266023675
0.00315187405795,0.000637346212622,0.258085473819,100.209126183,59.3113513766,0.00063711580205
0.00787147600204,0.00011876602543,0.24002794933,92.0741608334,92.2967789606,0.000118641982317
0.00526409130543,0.000305350739384,0.212502973198,93.7859044105,126.603449224,0.000305303381942
0.00736759998836,0.000969521400919,0.39980545576,89.4777799358,109.634420098,0.000969419255098
0.00402976060286,0.00735690138504,0.230655967265,75.4366935154,65.6070801248,0.00735557169889
0.00644288188778,0.000232858031593,0.184951066251,75.2540285124,54.4666598211,0.000230054087975
0.000402100384235,0.00343777912122,0.152701351071,64.2424246036,65.7403266488,0.00343563438314
0.00674420362338,0.901036423238,0.153733180654,56.1503565148,104.836618249,0.901008721651
0.00580831617117,0.00189898255412,0.200966407348,51.6647552014,70.570386345,0.00189762320368
0.00105038518086,0.00548156293898,0.178417596188,40.6454076611,37.4980532876,0.00548096955643
7.70350452513e-05,0.00184181553546,0.13763970483,31.4732169425,37.2419972881,0.00184085300086
0.00664827995934,0.00393333019613,0.147438258042,36.2463347577,62.4039266489,0.00393297737165
0.00156352808699,0.00228698930987,0.145123481154,22.0155920878,34.2487136628,0.0022861003389
5.2445102483e-05,0.00237293547538,0.142011295007,19.4980394011,17.7423916543,0.0023722735494
2.73576006293e-07,0.000787104347482,0.101923272239,16.9734693428,14.9314864946,0.000787243544981
0.00127027137205,0.00211679523048,0.0844255159318,17.5959723573,15.8964520302,0.00211640949831
0.000374625902623,0.000782116241231,0.0816686211328,12.4050112946,21.3249514622,0.000781982979319
